id_venda,id_pedido,cpf_cliente,data_venda,data_entrega,produto_id,produto_nome,categoria_produto,quantidade,valor_unitario,desconto,valor_total,custo,canal_venda,status_venda,forma_pagamento,parcelas,vendedor_id,loja_id
495,PED-20250415-000495,77144641271,2025-04-15T08:45:57.682864,2025-04-22T08:45:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,114.48,0.0,114.48,60.95,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND024,
496,PED-20250902-000496,50159279836,2025-09-02T12:28:57.682864,2025-09-06T12:28:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,3998.87,0.0,3998.87,1743.42,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND032,
497,PED-20260215-000497,04509193238,2026-02-15T11:13:57.682864,2026-02-20T11:13:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,2,473.82,0.0,947.64,425.91,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,2,VND025,
498,PED-20250901-000498,85270405814,2025-09-01T10:48:57.682864,2025-09-05T10:48:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,684.96,0.0,684.96,310.44,APP_MOBILE,CONCLUIDA,BOLETO,1,VND028,
499,PED-20250627-000499,31527166724,2025-06-27T06:48:57.682864,2025-07-04T06:48:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,2,643.28,0.0,1286.56,630.18,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,6,VND016,
500,PED-20250615-000500,69450324859,2025-06-15T03:45:57.682864,2025-06-21T03:45:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,261.52,52.3,209.22,121.29,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND017,LOJA17
501,PED-20250505-000501,68248770508,2025-05-05T01:13:57.682864,,VEST-001,Camiseta Polo Masculina,Vestuário,1,150.44,0.0,150.44,94.85,ECOMMERCE,CANCELADA,PIX,1,VND012,
502,PED-20250901-000502,31913673499,2025-09-01T04:14:57.682864,2025-09-07T04:14:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1984.13,0.0,1984.13,996.49,LOJA_FISICA,CONCLUIDA,PIX,1,VND034,LOJA08
503,PED-20250624-000503,15502909247,2025-06-24T09:24:57.682864,2025-07-02T09:24:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1473.3,0.0,1473.3,637.82,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,2,VND019,
504,PED-20260126-000504,39309848731,2026-01-26T07:48:57.682864,2026-01-31T07:48:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,794.21,0.0,794.21,344.28,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND016,
505,PED-20250424-000505,92639285688,2025-04-24T06:28:57.682864,,CASA-002,Aspirador Robô iRobot,Casa,1,1635.44,0.0,1635.44,1200.16,TELEVENDAS,PENDENTE,CARTAO_CREDITO,3,VND026,
506,PED-20250605-000506,06124115670,2025-06-05T05:15:57.682864,2025-06-11T05:15:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5102.65,0.0,5102.65,2448.45,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,2,VND044,
507,PED-20250920-000507,85122536651,2025-09-20T02:41:57.682864,2025-09-29T02:41:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,6303.48,315.17,5988.31,2664.19,APP_MOBILE,CONCLUIDA,PIX,1,VND026,
508,PED-20250630-000508,80236337246,2025-06-30T14:19:57.682864,2025-07-10T14:19:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,860.42,0.0,860.42,634.31,APP_MOBILE,CONCLUIDA,PIX,1,VND009,
509,PED-20250604-000509,10594569311,2025-06-04T13:14:57.682864,2025-06-12T13:14:57.682864,LIVR-001,Livro - O Poder do Hábito,Livros,1,53.18,0.0,53.18,39.14,ECOMMERCE,CONCLUIDA,PIX,1,VND028,
510,PED-20260306-000510,55417338044,2026-03-06T09:01:57.682864,2026-03-10T09:01:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,327.91,49.19,278.72,165.04,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,1,VND024,
511,PED-20250813-000511,04178441159,2025-08-13T06:26:57.682864,2025-08-19T06:26:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,4597.88,459.79,4138.09,2298.13,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND036,
512,PED-20250629-000512,94239531233,2025-06-29T07:00:57.682864,2025-07-06T07:00:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,415.48,0.0,415.48,297.86,LOJA_FISICA,CONCLUIDA,PIX,1,VND029,LOJA04
513,PED-20251130-000513,00154165930,2025-11-30T06:25:57.682864,2025-12-04T06:25:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1445.61,0.0,1445.61,880.81,ECOMMERCE,CONCLUIDA,BOLETO,1,VND038,
514,PED-20250918-000514,14194886780,2025-09-18T04:02:57.682864,2025-09-27T04:02:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,411.03,0.0,411.03,275.7,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND050,
515,PED-20250710-000515,18843946714,2025-07-10T12:57:57.682864,,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1372.41,137.24,1235.17,618.77,ECOMMERCE,CANCELADA,CARTAO_CREDITO,6,VND001,
516,PED-20250520-000516,74239516927,2025-05-20T15:33:57.682864,2025-05-25T15:33:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5880.78,294.04,5586.74,2893.8,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND016,
517,PED-20250608-000517,54729806409,2025-06-08T03:41:57.682864,2025-06-13T03:41:57.682864,VEST-002,Vestido Social Feminino,Vestuário,2,431.61,43.16,820.06,416.63,LOJA_FISICA,CONCLUIDA,PIX,1,VND043,LOJA11
518,PED-20250502-000518,04178441159,2025-05-02T08:31:57.682864,2025-05-10T08:31:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,398.64,0.0,398.64,282.67,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,6,VND049,LOJA16
519,PED-20250416-000519,50006890032,2025-04-16T08:46:57.682864,2025-04-19T08:46:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1156.96,0.0,1156.96,753.93,LOJA_FISICA,CONCLUIDA,PIX,1,VND026,LOJA16
520,PED-20251005-000520,40493641742,2025-10-05T12:27:57.682864,2025-10-14T12:27:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1175.55,0.0,1175.55,702.75,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND009,
521,PED-20250518-000521,58093490566,2025-05-18T05:40:57.682864,2025-05-28T05:40:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,1728.08,0.0,1728.08,1073.18,LOJA_FISICA,CONCLUIDA,CARTAO_DEBITO,1,VND048,LOJA14
522,PED-20250427-000522,16148393018,2025-04-27T03:40:57.682864,,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1965.1,0.0,1965.1,995.43,TELEVENDAS,CANCELADA,BOLETO,1,VND027,
523,PED-20250902-000523,14993666985,2025-09-02T07:13:57.682864,,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,1432.94,0.0,1432.94,575.9,ECOMMERCE,CANCELADA,PIX,1,VND038,
524,PED-20250516-000524,73249885630,2025-05-16T14:53:57.682864,2025-05-19T14:53:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6899.67,344.98,6554.69,3510.7,LOJA_FISICA,CONCLUIDA,CARTAO_DEBITO,1,VND023,LOJA06
525,PED-20251127-000525,25281198793,2025-11-27T09:18:57.682864,2025-12-02T09:18:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,167.81,0.0,167.81,106.32,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND006,
526,PED-20260126-000526,05254000600,2026-01-26T04:26:57.682864,2026-02-02T04:26:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,252.62,0.0,252.62,134.9,ECOMMERCE,CONCLUIDA,BOLETO,1,VND026,
527,PED-20250927-000527,41474669662,2025-09-27T06:44:57.682864,2025-09-30T06:44:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,473.85,47.39,426.46,233.81,ECOMMERCE,CONCLUIDA,PIX,1,VND010,
528,PED-20250912-000528,69657455685,2025-09-12T10:43:57.682864,2025-09-15T10:43:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,201.79,0.0,201.79,114.7,TELEVENDAS,CONCLUIDA,PIX,1,VND029,
529,PED-20250426-000529,56825739352,2025-04-26T08:43:57.682864,2025-04-30T08:43:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,213.18,0.0,213.18,95.7,APP_MOBILE,CONCLUIDA,PIX,1,VND032,
530,PED-20260221-000530,64602508804,2026-02-21T10:41:57.682864,2026-02-25T10:41:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,176.72,0.0,176.72,103.47,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND025,
531,PED-20260120-000531,17948442367,2026-01-20T10:23:57.682864,,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,389.72,0.0,389.72,188.59,ECOMMERCE,CANCELADA,CARTAO_CREDITO,12,VND012,
532,PED-20250529-000532,74610487160,2025-05-29T12:03:57.682864,2025-06-05T12:03:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,582.99,0.0,582.99,315.46,TELEVENDAS,CONCLUIDA,CARTAO_DEBITO,1,VND021,
533,PED-20251115-000533,24021504753,2025-11-15T09:51:57.682864,2025-11-24T09:51:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,720.38,0.0,720.38,321.78,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,3,VND020,LOJA20
534,PED-20250813-000534,94239531233,2025-08-13T15:04:57.682864,2025-08-18T15:04:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,2106.43,0.0,2106.43,1502.46,ECOMMERCE,CONCLUIDA,BOLETO,1,VND007,
535,PED-20260316-000535,26765674039,2026-03-16T03:09:57.682864,2026-03-23T03:09:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1291.22,0.0,1291.22,682.57,LOJA_FISICA,CONCLUIDA,PIX,1,VND049,LOJA14
536,PED-20250705-000536,78978753426,2025-07-05T01:44:57.682864,2025-07-11T01:44:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,793.38,0.0,793.38,378.46,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND010,
537,PED-20250924-000537,11778064442,2025-09-24T06:15:57.682864,2025-10-02T06:15:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5191.07,0.0,5191.07,3158.48,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND041,
538,PED-20250510-000538,67597252200,2025-05-10T02:02:57.682864,2025-05-20T02:02:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,239.69,0.0,239.69,102.75,TELEVENDAS,DEVOLVIDA,PIX,1,VND020,
539,PED-20250630-000539,28791157447,2025-06-30T02:27:57.682864,2025-07-07T02:27:57.682864,BELE-001,Perfume Natura Essencial,Beleza,2,187.44,74.98,299.9,123.71,ECOMMERCE,CONCLUIDA,PIX,1,VND025,
540,PED-20250521-000540,68248770508,2025-05-21T04:00:57.682864,2025-05-29T04:00:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,5007.68,0.0,5007.68,3427.38,TELEVENDAS,CONCLUIDA,CARTAO_DEBITO,1,VND037,
541,PED-20260122-000541,20394742770,2026-01-22T15:29:57.682864,2026-01-30T15:29:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,83.64,0.0,83.64,36.27,LOJA_FISICA,CONCLUIDA,PIX,1,VND012,LOJA10
542,PED-20250430-000542,75535166600,2025-04-30T04:18:57.682864,2025-05-09T04:18:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,3,7317.04,0.0,21951.12,12362.55,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,2,VND034,
543,PED-20251106-000543,50006890032,2025-11-06T15:54:57.682864,2025-11-14T15:54:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,251.46,0.0,251.46,103.85,ECOMMERCE,CONCLUIDA,PIX,1,VND035,
544,PED-20250617-000544,88483781611,2025-06-17T12:28:57.682864,2025-06-20T12:28:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,138.55,0.0,138.55,60.1,APP_MOBILE,CONCLUIDA,CARTAO_DEBITO,1,VND009,
545,PED-20250420-000545,92431186253,2025-04-20T13:39:57.682864,2025-04-29T13:39:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,5393.86,0.0,5393.86,2181.4,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,6,VND023,LOJA18
546,PED-20250923-000546,54729806409,2025-09-23T08:48:57.682864,2025-09-29T08:48:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,779.14,0.0,779.14,533.43,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,1,VND019,
547,PED-20250912-000547,59150508830,2025-09-12T11:49:57.682864,2025-09-18T11:49:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,5824.38,873.66,4950.72,2761.78,ECOMMERCE,CONCLUIDA,PIX,1,VND045,
548,PED-20250501-000548,48591820819,2025-05-01T05:43:57.682864,2025-05-04T05:43:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,80.18,0.0,80.18,40.24,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,1,VND015,
549,PED-20250626-000549,22713530253,2025-06-26T10:10:57.682864,2025-06-30T10:10:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,802.42,0.0,802.42,435.52,ECOMMERCE,CONCLUIDA,BOLETO,1,VND018,
550,PED-20251008-000550,65911695715,2025-10-08T09:37:57.682864,,CASA-001,Cafeteira Nespresso Essenza,Casa,1,592.99,0.0,592.99,264.06,APP_MOBILE,CANCELADA,CARTAO_CREDITO,3,VND036,
551,PED-20250718-000551,82406228525,2025-07-18T13:25:57.682864,2025-07-26T13:25:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,2,1969.74,0.0,3939.48,2613.54,ECOMMERCE,CONCLUIDA,PIX,1,VND014,
552,PED-20250824-000552,90480458863,2025-08-24T09:39:57.682864,2025-08-31T09:39:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,1,3548.83,0.0,3548.83,2496.35,ECOMMERCE,CONCLUIDA,PIX,1,VND020,
553,PED-20250530-000553,02719310352,2025-05-30T12:20:57.682864,2025-06-09T12:20:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,159.92,0.0,159.92,65.1,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,1,VND039,LOJA08
554,PED-20250813-000554,38944459479,2025-08-13T06:30:57.682864,2025-08-23T06:30:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,2,1841.05,368.21,3313.89,1502.92,TELEVENDAS,DEVOLVIDA,PIX,1,VND009,
555,PED-20251129-000555,71878662082,2025-11-29T07:56:57.682864,2025-12-02T07:56:57.682864,CALC-002,Bota Couro Timberland,Calçados,2,931.27,0.0,1862.54,1165.56,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,2,VND002,LOJA13
556,PED-20250516-000556,35230461659,2025-05-16T01:07:57.682864,2025-05-21T01:07:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1793.89,0.0,1793.89,891.01,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,1,VND033,
557,PED-20250602-000557,18843946714,2025-06-02T03:53:57.682864,2025-06-09T03:53:57.682864,ELET-003,"Smart TV 55"" LG OLED",Eletrônicos,2,4069.68,0.0,8139.36,3297.72,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,2,VND005,
558,PED-20250713-000558,10848875095,2025-07-13T13:45:57.682864,,VEST-002,Vestido Social Feminino,Vestuário,1,388.24,0.0,388.24,159.43,TELEVENDAS,PENDENTE,CARTAO_CREDITO,2,VND001,
559,PED-20250830-000559,41474669662,2025-08-30T12:29:57.682864,2025-09-04T12:29:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,658.41,0.0,658.41,397.8,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,3,VND045,
560,PED-20250506-000560,79862588705,2025-05-06T15:38:57.682864,2025-05-15T15:38:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,393.33,0.0,393.33,216.88,ECOMMERCE,CONCLUIDA,PIX,1,VND005,
561,PED-20250630-000561,27974535571,2025-06-30T14:12:57.682864,2025-07-10T14:12:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,2128.86,0.0,2128.86,1588.93,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,12,VND020,
562,PED-20250814-000562,88483781611,2025-08-14T12:52:57.682864,2025-08-20T12:52:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,537.61,0.0,537.61,228.48,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,2,VND015,
563,PED-20251009-000563,60159461057,2025-10-09T05:33:57.682864,2025-10-19T05:33:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,86.25,0.0,86.25,43.6,APP_MOBILE,CONCLUIDA,BOLETO,1,VND036,
564,PED-20250911-000564,69657455685,2025-09-11T15:05:57.682864,2025-09-15T15:05:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2719.76,0.0,2719.76,1137.77,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND049,LOJA15
565,PED-20251017-000565,92241549304,2025-10-17T01:19:57.682864,2025-10-23T01:19:57.682864,VEST-002,Vestido Social Feminino,Vestuário,1,448.13,44.81,403.32,265.53,TELEVENDAS,CONCLUIDA,PIX,1,VND010,
566,PED-20250530-000566,20969089732,2025-05-30T10:45:57.682864,2025-06-07T10:45:57.682864,BELE-001,Perfume Natura Essencial,Beleza,2,153.14,30.63,275.65,114.41,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,12,VND039,LOJA04
567,PED-20260219-000567,62513572408,2026-02-19T10:53:57.682864,2026-02-25T10:53:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,7246.8,0.0,7246.8,2991.4,TELEVENDAS,CONCLUIDA,CARTAO_CREDITO,1,VND046,
568,PED-20250520-000568,47299128705,2025-05-20T04:17:57.682864,2025-05-24T04:17:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2419.23,120.96,2298.27,1234.83,ECOMMERCE,CONCLUIDA,PIX,1,VND010,
569,PED-20250713-000569,58093490566,2025-07-13T09:56:57.682864,2025-07-23T09:56:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,2126.93,0.0,2126.93,1437.88,APP_MOBILE,CONCLUIDA,PIX,1,VND027,
570,PED-20251122-000570,66460032629,2025-11-22T02:07:57.682864,2025-11-29T02:07:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1678.38,167.84,1510.54,1050.37,ECOMMERCE,CONCLUIDA,PIX,1,VND042,
571,PED-20250720-000571,61583298517,2025-07-20T10:06:57.682864,2025-07-30T10:06:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,575.57,0.0,575.57,361.86,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,2,VND018,
572,PED-20251116-000572,13298320781,2025-11-16T11:31:57.682864,2025-11-25T11:31:57.682864,CALC-002,Bota Couro Timberland,Calçados,1,902.85,0.0,902.85,541.58,TELEVENDAS,CONCLUIDA,BOLETO,1,VND016,
573,PED-20250413-000573,61583298517,2025-04-13T15:40:57.682864,2025-04-20T15:40:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2604.94,520.99,2083.95,982.91,APP_MOBILE,CONCLUIDA,CARTAO_DEBITO,1,VND041,
574,PED-20250902-000574,78978753426,2025-09-02T09:16:57.682864,2025-09-12T09:16:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,1,5096.83,0.0,5096.83,3676.29,LOJA_FISICA,CONCLUIDA,CARTAO_DEBITO,1,VND012,LOJA16
575,PED-20250817-000575,50006890032,2025-08-17T10:41:57.682864,2025-08-26T10:41:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,201.9,0.0,201.9,111.1,ECOMMERCE,CONCLUIDA,CARTAO_DEBITO,1,VND034,
576,PED-20250913-000576,24530593606,2025-09-13T03:39:57.682864,2025-09-18T03:39:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,3441.65,516.25,2925.4,1559.37,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,12,VND012,LOJA06
577,PED-20251127-000577,85901775210,2025-11-27T09:33:57.682864,2025-12-05T09:33:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,489.53,0.0,489.53,232.1,APP_MOBILE,CONCLUIDA,BOLETO,1,VND023,
578,PED-20250524-000578,74239516927,2025-05-24T07:54:57.682864,2025-06-02T07:54:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2400.33,0.0,2400.33,1475.21,ECOMMERCE,CONCLUIDA,BOLETO,1,VND008,
579,PED-20250509-000579,02719310352,2025-05-09T01:05:57.682864,2025-05-19T01:05:57.682864,ELET-001,Smartphone Samsung Galaxy A54,Eletrônicos,1,1239.24,0.0,1239.24,693.11,ECOMMERCE,CONCLUIDA,PIX,1,VND050,
580,PED-20250611-000580,90721358306,2025-06-11T13:13:57.682864,2025-06-19T13:13:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,451.03,0.0,451.03,207.9,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,1,VND029,
581,PED-20250802-000581,10848875095,2025-08-02T04:34:57.682864,2025-08-07T04:34:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,886.08,0.0,886.08,572.88,ECOMMERCE,CONCLUIDA,PIX,1,VND009,
582,PED-20250907-000582,51238477909,2025-09-07T09:14:57.682864,2025-09-10T09:14:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,553.19,0.0,553.19,356.26,LOJA_FISICA,CONCLUIDA,PIX,1,VND009,LOJA18
583,PED-20250715-000583,62513572408,2025-07-15T05:45:57.682864,,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,97.28,9.73,87.55,37.37,APP_MOBILE,CANCELADA,PIX,1,VND026,
584,PED-20251205-000584,31913673499,2025-12-05T03:29:57.682864,2025-12-10T03:29:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6071.13,1214.23,4856.9,3397.28,ECOMMERCE,CONCLUIDA,CARTAO_CREDITO,2,VND005,
585,PED-20250823-000585,60941266451,2025-08-23T04:52:57.682864,2025-08-27T04:52:57.682864,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,106.58,0.0,106.58,73.39,ECOMMERCE,DEVOLVIDA,CARTAO_CREDITO,1,VND012,
586,PED-20250525-000586,52406481239,2025-05-25T02:41:57.682864,2025-05-31T02:41:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,226.41,45.28,181.13,123.59,LOJA_FISICA,CONCLUIDA,CARTAO_DEBITO,1,VND042,LOJA17
587,PED-20260110-000587,28740709124,2026-01-10T05:14:57.682864,2026-01-14T05:14:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,6898.24,1034.74,5863.5,3659.77,APP_MOBILE,CONCLUIDA,PIX,1,VND045,
588,PED-20251024-000588,06409388845,2025-10-24T01:22:57.682864,2025-10-27T01:22:57.682864,BELE-001,Perfume Natura Essencial,Beleza,1,218.04,0.0,218.04,138.94,ECOMMERCE,CONCLUIDA,PIX,1,VND037,
589,PED-20260316-000589,47094930062,2026-03-16T02:43:57.682864,2026-03-26T02:43:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,1510.6,0.0,1510.6,1060.34,LOJA_FISICA,CONCLUIDA,PIX,1,VND009,LOJA15
590,PED-20250523-000590,70715013351,2025-05-23T13:31:57.682864,2025-05-28T13:31:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2133.89,0.0,2133.89,1057.1,ECOMMERCE,CONCLUIDA,PIX,1,VND027,
591,PED-20250812-000591,50006890032,2025-08-12T06:31:57.682864,2025-08-19T06:31:57.682864,CALC-002,Bota Couro Timberland,Calçados,2,967.24,193.45,1741.03,1004.25,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,1,VND029,
592,PED-20251009-000592,63814684753,2025-10-09T11:39:57.682864,2025-10-13T11:39:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,439.99,88.0,351.99,147.06,ECOMMERCE,CONCLUIDA,BOLETO,1,VND040,
593,PED-20250922-000593,14679404612,2025-09-22T07:04:57.682864,2025-09-25T07:04:57.682864,ELET-004,Fone JBL Tune 760NC,Eletrônicos,1,519.73,0.0,519.73,230.04,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND015,LOJA18
594,PED-20250419-000594,32321228687,2025-04-19T05:00:57.682864,,ALIM-001,Kit Chocolate Belga Importado,Alimentação,1,98.13,0.0,98.13,55.72,TELEVENDAS,CANCELADA,BOLETO,1,VND029,
595,PED-20260121-000595,88483781611,2026-01-21T02:53:57.682864,,CASA-002,Aspirador Robô iRobot,Casa,1,2107.74,0.0,2107.74,941.75,ECOMMERCE,CANCELADA,CARTAO_DEBITO,1,VND039,
596,PED-20250515-000596,00177956488,2025-05-15T07:19:57.682864,2025-05-20T07:19:57.682864,VEST-001,Camiseta Polo Masculina,Vestuário,1,149.04,29.81,119.23,64.47,LOJA_FISICA,CONCLUIDA,PIX,1,VND019,LOJA03
597,PED-20250513-000597,85207275739,2025-05-13T14:39:57.682864,2025-05-19T14:39:57.682864,CASA-002,Aspirador Robô iRobot,Casa,1,2933.23,586.65,2346.58,1311.69,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND022,LOJA11
598,PED-20250501-000598,10848875095,2025-05-01T14:04:57.682864,2025-05-11T14:04:57.682864,ESPO-001,Bicicleta Caloi 21 Marchas,Esportes,1,897.26,0.0,897.26,539.7,APP_MOBILE,CONCLUIDA,CARTAO_CREDITO,1,VND008,
599,PED-20251219-000599,55575588025,2025-12-19T09:55:57.682864,2025-12-26T09:55:57.682864,ELET-002,Notebook Dell Inspiron 15,Eletrônicos,2,5168.35,1550.51,8786.19,5201.36,ECOMMERCE,CONCLUIDA,PIX,1,VND018,
600,PED-20250829-000600,04509193238,2025-08-29T10:42:57.682864,2025-09-05T10:42:57.682864,CALC-001,Tênis Nike Air Max 270,Calçados,1,822.38,41.12,781.26,325.59,ECOMMERCE,CONCLUIDA,BOLETO,1,VND017,
601,PED-20251125-000601,29407901831,2025-11-25T10:44:57.682864,2025-11-28T10:44:57.682864,CASA-001,Cafeteira Nespresso Essenza,Casa,1,418.39,0.0,418.39,247.05,LOJA_FISICA,CONCLUIDA,BOLETO,1,VND011,LOJA05
602,PED-20250709-000602,72448594228,2025-07-09T01:48:57.682864,2025-07-17T01:48:57.682864,ELET-005,iPad Air 5ª Geração,Eletrônicos,1,4883.71,0.0,4883.71,3297.0,LOJA_FISICA,CONCLUIDA,CARTAO_CREDITO,12,VND042,LOJA06
